2022-05-19 16:06:39 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@72906e' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:42 INFO  [CMICT-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8201 (http)
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8201"]
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.27]
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 2333 ms
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-05-19 16:06:43 INFO  [CMICT-Server-System,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@39ab5ef7
2022-05-19 16:06:44 INFO  [CMICT-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource detect P6SPY plugin and enabled it
2022-05-19 16:06:44 INFO  [CMICT-Server-System,,,] main com.zaxxer.hikari.HikariDataSource base - Starting...
2022-05-19 16:06:44 INFO  [CMICT-Server-System,,,] main com.zaxxer.hikari.HikariDataSource base - Start completed.
2022-05-19 16:06:44 INFO  [CMICT-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource - load a datasource named [base] success
2022-05-19 16:06:44 INFO  [CMICT-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource dynamic-datasource initial loaded [1] datasource,primary datasource named [base]
2022-05-19 16:06:46 INFO  [CMICT-Server-System,,,] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 2 endpoint(s) beneath base path '/actuator'
2022-05-19 16:06:46 INFO  [CMICT-Server-System,,,] main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-05-19 16:06:47 INFO  [CMICT-Server-System,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-05-19 16:06:47 INFO  [CMICT-Server-System,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2022-05-19 16:06:47 INFO  [CMICT-Server-System,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService
2022-05-19 16:06:48 INFO  [CMICT-Server-System,,,] main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: fc41aa08-849e-4f1d-b042-bf0062ca5d6f

2022-05-19 16:06:48 INFO  [CMICT-Server-System,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4c0930c4, org.springframework.security.web.context.SecurityContextPersistenceFilter@64887fbc, org.springframework.security.web.header.HeaderWriterFilter@126a9a77, org.springframework.security.web.authentication.logout.LogoutFilter@333a2df2, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@afb7b03, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1f6d7e7c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@18b58c77, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@75c0cd39, org.springframework.security.web.session.SessionManagementFilter@f4d391c, org.springframework.security.web.access.ExceptionTranslationFilter@511bfbb0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6a3a56de]
2022-05-19 16:06:48 INFO  [CMICT-Server-System,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService 'taskScheduler'
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main org.apache.coyote.http11.Http11NioProtocol Starting ProtocolHandler ["http-nio-8201"]
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat started on port(s): 8201 (http) with context path ''
2022-05-19 16:06:51 INFO  [CMICT-Server-System,,,] main com.alibaba.cloud.nacos.registry.NacosServiceRegistry nacos registry, DEFAULT_GROUP CMICT-Server-System 2.0.4.202:8201 register finished
2022-05-19 16:06:52 INFO  [CMICT-Server-System,,,] main com.cmict.server.system.CmictServerSystemApplication Started CmictServerSystemApplication in 15.475 seconds (JVM running for 19.09)
2022-05-19 16:06:53 INFO  [CMICT-Server-System,,,] RMI TCP Connection(6)-2.0.4.202 org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-05-19 16:06:53 INFO  [CMICT-Server-System,,,] RMI TCP Connection(6)-2.0.4.202 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2022-05-19 16:06:53 INFO  [CMICT-Server-System,,,] RMI TCP Connection(6)-2.0.4.202 org.springframework.web.servlet.DispatcherServlet Completed initialization in 18 ms
2022-05-19 16:06:53 INFO  [CMICT-Server-System,,,] boundedElastic-1 io.lettuce.core.EpollProvider Starting without optional epoll library
2022-05-19 16:06:53 INFO  [CMICT-Server-System,,,] boundedElastic-1 io.lettuce.core.KqueueProvider Starting without optional kqueue library
